"REF_DATE","GEO","DGUID","Characteristics","Net worth indicators (wealth)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Quebec","2016A000224","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905485","7.1.3","33.1","","","","1"
"2014","Quebec","2016A000224","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905486","7.1.4","41.1","","","","1"
"2014","Quebec","2016A000224","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905487","7.1.5","34.2","","","","1"
"2014","Quebec","2016A000224","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905488","7.1.6","6.9","","","","1"
"2014","Quebec","2016A000224","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905489","7.1.7","15.8","","","","1"
"2014","Quebec","2016A000224","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905490","7.1.8","9.6","","","","1"
"2014","Quebec","2016A000224","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905491","7.1.9","6.2","","","","1"
"2014","Quebec","2016A000224","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905492","7.1.10","18.7","","","","1"
"2014","Quebec","2016A000224","All households","Assets as a share of net worth","Percent","239","units ","0","v116905493","7.1.11","118.7","","","","1"
"2014","Quebec","2016A000224","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905494","7.1.12","69.9","","","","1"
"2014","Quebec","2016A000224","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905495","7.1.13","143.3","","","","1"
"2014","Quebec","2016A000224","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905496","7.1.14","72.1","","","","1"
"2014","Quebec","2016A000224","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905497","7.1.15","341.2","","","","1"
"2014","Quebec","2016A000224","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905498","7.1.16","839.9","","","","1"
"2014","Quebec","2016A000224","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905499","7.1.17","157.0","","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498493","7.2.1","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498494","7.2.2","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498495","7.2.3","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498496","7.2.4","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498497","7.2.5","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498498","7.2.6","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498499","7.2.7","30.0","","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498500","7.2.8","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498501","7.2.9","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498502","7.2.10","42.9","","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498503","7.2.11","142.9","","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498504","7.2.12","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498505","7.2.13","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498506","7.2.14","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498507","7.2.15","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498508","7.2.16","","..","","","1"
"2014","Quebec","2016A000224","Lowest income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498509","7.2.17","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498510","7.3.1","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498511","7.3.2","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498512","7.3.3","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498513","7.3.4","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498514","7.3.5","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498515","7.3.6","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498516","7.3.7","17.6","","","","1"
"2014","Quebec","2016A000224","Second income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498517","7.3.8","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498518","7.3.9","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498519","7.3.10","21.4","","","","1"
"2014","Quebec","2016A000224","Second income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498520","7.3.11","121.4","","","","1"
"2014","Quebec","2016A000224","Second income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498521","7.3.12","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498522","7.3.13","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498523","7.3.14","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498524","7.3.15","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498525","7.3.16","","..","","","1"
"2014","Quebec","2016A000224","Second income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498526","7.3.17","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498527","7.4.1","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498528","7.4.2","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498529","7.4.3","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498530","7.4.4","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498531","7.4.5","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498532","7.4.6","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498533","7.4.7","17.7","","","","1"
"2014","Quebec","2016A000224","Third income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498534","7.4.8","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498535","7.4.9","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498536","7.4.10","21.5","","","","1"
"2014","Quebec","2016A000224","Third income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498537","7.4.11","121.5","","","","1"
"2014","Quebec","2016A000224","Third income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498538","7.4.12","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498539","7.4.13","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498540","7.4.14","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498541","7.4.15","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498542","7.4.16","","..","","","1"
"2014","Quebec","2016A000224","Third income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498543","7.4.17","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498544","7.5.1","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498545","7.5.2","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498546","7.5.3","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498547","7.5.4","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498548","7.5.5","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498549","7.5.6","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498550","7.5.7","15.3","","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498551","7.5.8","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498552","7.5.9","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498553","7.5.10","18.0","","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498554","7.5.11","118.0","","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498555","7.5.12","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498556","7.5.13","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498557","7.5.14","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498558","7.5.15","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498559","7.5.16","","..","","","1"
"2014","Quebec","2016A000224","Fourth income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498560","7.5.17","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498561","7.6.1","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498562","7.6.2","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498563","7.6.3","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498564","7.6.4","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498565","7.6.5","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498566","7.6.6","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498567","7.6.7","10.3","","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498568","7.6.8","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498569","7.6.9","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498570","7.6.10","11.5","","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498571","7.6.11","111.5","","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498572","7.6.12","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498573","7.6.13","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498574","7.6.14","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498575","7.6.15","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498576","7.6.16","","..","","","1"
"2014","Quebec","2016A000224","Highest income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498577","7.6.17","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498578","7.7.1","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498579","7.7.2","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498580","7.7.3","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498581","7.7.4","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498582","7.7.5","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498583","7.7.6","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498584","7.7.7","44.3","","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498585","7.7.8","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498586","7.7.9","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498587","7.7.10","79.6","","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Assets as a share of net worth","Percent","239","units ","0","v1059498588","7.7.11","179.6","","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498589","7.7.12","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498590","7.7.13","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498591","7.7.14","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498592","7.7.15","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498593","7.7.16","","..","","","1"
"2014","Quebec","2016A000224","Less than 35 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498594","7.7.17","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498595","7.8.1","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498596","7.8.2","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498597","7.8.3","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498598","7.8.4","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498599","7.8.5","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498600","7.8.6","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498601","7.8.7","31.0","","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498602","7.8.8","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498603","7.8.9","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498604","7.8.10","45.0","","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Assets as a share of net worth","Percent","239","units ","0","v1059498605","7.8.11","145.0","","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498606","7.8.12","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498607","7.8.13","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498608","7.8.14","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498609","7.8.15","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498610","7.8.16","","..","","","1"
"2014","Quebec","2016A000224","35 to 44 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498611","7.8.17","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498612","7.9.1","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498613","7.9.2","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498614","7.9.3","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498615","7.9.4","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498616","7.9.5","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498617","7.9.6","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498618","7.9.7","15.7","","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498619","7.9.8","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498620","7.9.9","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498621","7.9.10","18.6","","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Assets as a share of net worth","Percent","239","units ","0","v1059498622","7.9.11","118.6","","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498623","7.9.12","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498624","7.9.13","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498625","7.9.14","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498626","7.9.15","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498627","7.9.16","","..","","","1"
"2014","Quebec","2016A000224","45 to 54 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498628","7.9.17","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498629","7.10.1","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498630","7.10.2","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498631","7.10.3","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498632","7.10.4","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498633","7.10.5","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498634","7.10.6","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498635","7.10.7","10.2","","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498636","7.10.8","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498637","7.10.9","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498638","7.10.10","11.4","","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Assets as a share of net worth","Percent","239","units ","0","v1059498639","7.10.11","111.4","","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498640","7.10.12","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498641","7.10.13","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498642","7.10.14","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498643","7.10.15","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498644","7.10.16","","..","","","1"
"2014","Quebec","2016A000224","55 to 64 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498645","7.10.17","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Financial assets as a share of total assets","Percent","239","units ","0","v1059498646","7.11.1","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498647","7.11.2","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498648","7.11.3","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498649","7.11.4","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Real estate as a share of total assets","Percent","239","units ","0","v1059498650","7.11.5","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498651","7.11.6","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Liabilities as a share of total assets","Percent","239","units ","0","v1059498652","7.11.7","5.0","","","","1"
"2014","Quebec","2016A000224","65 years and over","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498653","7.11.8","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498654","7.11.9","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Liabilities as a share of net worth","Percent","239","units ","0","v1059498655","7.11.10","5.2","","","","1"
"2014","Quebec","2016A000224","65 years and over","Assets as a share of net worth","Percent","239","units ","0","v1059498656","7.11.11","105.2","","","","1"
"2014","Quebec","2016A000224","65 years and over","Financial assets as a share of net worth","Percent","239","units ","0","v1059498657","7.11.12","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498658","7.11.13","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498659","7.11.14","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Real estate as a share of disposable income","Percent","239","units ","0","v1059498660","7.11.15","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Net worth as a share of disposable income","Percent","239","units ","0","v1059498661","7.11.16","","..","","","1"
"2014","Quebec","2016A000224","65 years and over","Debt to disposable income ratio","Percent","239","units ","0","v1059498662","7.11.17","","..","","","1"
"2014","Ontario","2016A000235","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905500","8.1.1","51.7","","","","1"
"2014","Ontario","2016A000235","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905501","8.1.2","19.7","","","","1"
"2014","Ontario","2016A000235","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905502","8.1.3","32.0","","","","1"
"2014","Ontario","2016A000235","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905503","8.1.4","48.3","","","","1"
"2014","Ontario","2016A000235","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905504","8.1.5","43.7","","","","1"
"2014","Ontario","2016A000235","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905505","8.1.6","4.6","","","","1"
"2014","Ontario","2016A000235","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905506","8.1.7","16.5","","","","1"
"2014","Ontario","2016A000235","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905507","8.1.8","10.8","","","","1"
"2014","Ontario","2016A000235","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905508","8.1.9","5.7","","","","1"
"2014","Ontario","2016A000235","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905509","8.1.10","19.7","","","","1"
"2014","Ontario","2016A000235","All households","Assets as a share of net worth","Percent","239","units ","0","v116905510","8.1.11","119.7","","","","1"
"2014","Ontario","2016A000235","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905511","8.1.12","61.9","","","","1"
"2014","Ontario","2016A000235","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905512","8.1.13","107.0","","","","1"
"2014","Ontario","2016A000235","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905513","8.1.14","75.2","","","","1"
"2014","Ontario","2016A000235","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905514","8.1.15","466.0","","","","1"
"2014","Ontario","2016A000235","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905515","8.1.16","890.6","","","","1"
"2014","Ontario","2016A000235","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905516","8.1.17","175.8","","","","1"
"2014","Ontario","2016A000235","Lowest income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498663","8.2.1","","..","","","1"
"2014","Ontario","2016A000235","Lowest income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498664","8.2.2","","..","","","1"
"2014","Ontario","2016A000235","Lowest income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498665","8.2.3","","..","","","1"
"2014","Ontario","2016A000235","Lowest income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498666","8.2.4","","..","","","1"
